energy-1-0,homogeneity-1-0,ASM-1-0,energy-1-45,homogeneity-1-45,ASM-1-45,energy-1-90,homogeneity-1-90,ASM-1-90,energy-1-135,homogeneity-1-135,ASM-1-135,Class
0.091197,0.66735457,0.00831689,0.0827058,0.60135604,0.00684025,0.09276594,0.66320077,0.00860552,0.08210824,0.59948468,0.00674176,1
0.09394493,0.6668364,0.00882565,0.08496532,0.60271226,0.00721911,0.0956446,0.66546705,0.00914789,0.08476157,0.59911655,0.00718452,1
0.10441295,0.73983723,0.01090206,0.09363585,0.66190464,0.00876767,0.1037292,0.71954814,0.01075975,0.09325294,0.6666197,0.00869611,1
0.09242025,0.66208794,0.0085415,0.084242,0.59947965,0.00709672,0.0955435,0.66761147,0.00912856,0.08385058,0.59413308,0.00703092,1
0.08900965,0.65167169,0.00792272,0.08106951,0.59428549,0.00657226,0.091975,0.66272865,0.0084594,0.08098317,0.59258483,0.00655827,1
0.09157812,0.66298926,0.00838655,0.08356899,0.59998842,0.00698378,0.09490067,0.67193791,0.00900614,0.08313167,0.60116763,0.00691087,1
0.09166897,0.65987961,0.0084032,0.0833093,0.59663445,0.00694044,0.09426596,0.66321733,0.00888607,0.08304399,0.59375295,0.0068963,1
0.09380678,0.67099503,0.00879971,0.08540578,0.60506131,0.00729415,0.09627363,0.67273929,0.00926861,0.0847638,0.60516034,0.0071849,1
0.09347695,0.66652385,0.00873794,0.08522576,0.60652183,0.00726343,0.09664624,0.67449644,0.0093405,0.08481814,0.60115752,0.00719412,1
0.09319124,0.66851471,0.00868461,0.08468691,0.60278985,0.00717187,0.09535804,0.67030489,0.00909316,0.08428544,0.6059105,0.00710404,1
0.08923086,0.64758194,0.00796215,0.08140308,0.58757107,0.00662646,0.09242,0.65597408,0.00854146,0.08104275,0.58558856,0.00656793,1
0.09101892,0.6555468,0.00828444,0.08335247,0.59635093,0.00694763,0.09479295,0.67064309,0.0089857,0.08282506,0.59588779,0.00685999,1
0.09064152,0.66082452,0.00821588,0.08267649,0.60241599,0.0068354,0.09387789,0.6710987,0.00881306,0.08228374,0.59751062,0.00677061,1
0.09032542,0.66047927,0.00815868,0.08224169,0.59505539,0.0067637,0.0930538,0.6649635,0.00865901,0.08178166,0.59739726,0.00668824,1
0.09018682,0.66464916,0.00813366,0.08216887,0.60188836,0.00675172,0.09305857,0.67050091,0.0086599,0.08182275,0.60132257,0.00669496,1
0.09299695,0.69955058,0.00864843,0.08293388,0.62520642,0.00687803,0.09177899,0.68278361,0.00842338,0.08293099,0.631569,0.00687755,1
0.09154356,0.65017987,0.00838022,0.0835882,0.59621748,0.00698699,0.09501917,0.66523508,0.00902864,0.08336752,0.59177872,0.00695014,1
0.08724419,0.64467309,0.00761155,0.07975856,0.58695492,0.00636143,0.09057208,0.66151159,0.0082033,0.07928573,0.58872387,0.00628623,1
0.09009834,0.6476132,0.00811771,0.0821166,0.59170773,0.00674314,0.09288969,0.65834753,0.00862849,0.0817748,0.58895457,0.00668712,1
0.09006526,0.66002351,0.00811175,0.08204983,0.60194114,0.00673217,0.0923014,0.66833668,0.00851955,0.08137206,0.60207389,0.00662141,1
0.08926792,0.64096727,0.00796876,0.08130139,0.58688089,0.00660992,0.09184296,0.65125903,0.00843513,0.08091767,0.58180713,0.00654767,1
0.08420935,0.62842777,0.00709121,0.07719381,0.57287474,0.00595888,0.08747411,0.64433794,0.00765172,0.07638186,0.57180686,0.00583419,1
0.09259279,0.65435778,0.00857343,0.08454458,0.59762408,0.00714779,0.09564846,0.66659834,0.00914863,0.08386167,0.59479662,0.00703278,1
0.09386983,0.65519685,0.00881155,0.08581052,0.60005438,0.00736344,0.09758082,0.67209809,0.00952202,0.08538246,0.59874204,0.00729016,1
0.09138416,0.64823831,0.00835106,0.08355179,0.5937377,0.0069809,0.09524843,0.66376978,0.00907226,0.08317308,0.58655185,0.00691776,1
0.09450678,0.66581146,0.00893153,0.08616776,0.60538209,0.00742488,0.09728007,0.67544126,0.00946341,0.08538669,0.60621142,0.00729089,1
0.08294425,0.63799816,0.00687975,0.0756389,0.58190434,0.00572124,0.08602255,0.65291398,0.00739988,0.07543402,0.57852205,0.00569029,1
0.10294117,0.69880698,0.01059688,0.09257387,0.62552777,0.00856992,0.10335295,0.68579087,0.01068183,0.09219514,0.62500576,0.00849994,1
0.09894548,0.68776829,0.00979021,0.09015898,0.62240415,0.00812864,0.10188781,0.68902831,0.01038113,0.08960188,0.61466525,0.0080285,1
0.09031683,0.66673859,0.00815713,0.08192094,0.59882274,0.00671104,0.09237555,0.66505407,0.00853324,0.08137782,0.59588872,0.00662235,1
0.08951837,0.65839266,0.00801354,0.08128528,0.59312068,0.0066073,0.09192296,0.65981918,0.00844983,0.08088428,0.58781973,0.00654227,1
0.09639604,0.66563964,0.0092922,0.08747422,0.60141982,0.00765174,0.09822772,0.66503862,0.00964868,0.0867954,0.59781343,0.00753344,1
0.097887,0.65891365,0.00958187,0.08896571,0.59837679,0.0079149,0.10024572,0.66104044,0.0100492,0.08843077,0.59100614,0.00782,1
0.09593005,0.64866261,0.00920257,0.0870788,0.58678692,0.00758272,0.09794861,0.65379608,0.00959393,0.08641211,0.58688654,0.00746705,1
0.09251825,0.6643536,0.00855963,0.08426029,0.60225058,0.0070998,0.09530208,0.67180029,0.00908249,0.08354217,0.59932293,0.00697929,1
0.09528596,0.67648622,0.00907941,0.0863517,0.6163971,0.00745662,0.09713194,0.67805081,0.00943461,0.0858236,0.60702097,0.00736569,1
0.0930098,0.66303686,0.00865082,0.08466202,0.60704022,0.00716766,0.09560324,0.67231474,0.00913998,0.08409113,0.59934512,0.00707132,1
0.0912501,0.66819108,0.00832658,0.08259814,0.59882981,0.00682245,0.09350363,0.66966759,0.00874293,0.08270838,0.60121463,0.00684068,1
0.0940874,0.67969713,0.00885244,0.08513402,0.60689114,0.0072478,0.09591452,0.67506305,0.0091996,0.08486349,0.60956099,0.00720181,1
0.09068484,0.67374214,0.00822374,0.08213705,0.60667919,0.0067465,0.09243902,0.67725555,0.00854497,0.08168047,0.60790458,0.0066717,1
0.08891512,0.66380978,0.0079059,0.08049255,0.60108812,0.00647905,0.09088378,0.67122601,0.00825986,0.08025598,0.59621721,0.00644102,1
0.09146382,0.68662125,0.00836563,0.08277723,0.62152095,0.00685207,0.09290754,0.68641898,0.00863181,0.08235349,0.61852197,0.0067821,1
0.09284359,0.67811021,0.00861993,0.08439593,0.61611247,0.00712267,0.0956684,0.68533095,0.00915244,0.08405808,0.60969334,0.00706576,1
0.08845515,0.66279,0.00782431,0.0804115,0.60078323,0.00646601,0.09068051,0.67034139,0.00822295,0.079855,0.59858894,0.00637682,1
0.08867515,0.65399987,0.00786328,0.08084897,0.59737003,0.00653656,0.09197737,0.67216714,0.00845984,0.0806365,0.59441036,0.00650224,1
0.0890721,0.65285594,0.00793384,0.08103084,0.59315539,0.006566,0.09165646,0.66237717,0.00840091,0.08072144,0.59113232,0.00651595,1
0.0868959,0.6599977,0.0075509,0.07924743,0.59901444,0.00628015,0.08982493,0.67585963,0.00806852,0.07867172,0.59843033,0.00618924,1
0.08913936,0.65869712,0.00794583,0.08130858,0.60206112,0.00661108,0.09237902,0.67628387,0.00853388,0.08101015,0.59702219,0.00656264,1
0.08925284,0.67103687,0.00796607,0.08104276,0.61220107,0.00656793,0.09101003,0.67956993,0.00828283,0.08035306,0.60681209,0.00645661,1
0.08934595,0.66450021,0.0079827,0.08101617,0.59661709,0.00656362,0.09221696,0.66930836,0.00850397,0.08117551,0.59739172,0.00658946,1
0.09087405,0.65536709,0.00825809,0.08265544,0.5976814,0.00683192,0.09365777,0.66942922,0.00877178,0.08238675,0.59502908,0.00678758,1
0.08434371,0.64642829,0.00711386,0.07693499,0.58774426,0.00591899,0.0872834,0.66113323,0.00761839,0.07635266,0.58515442,0.00582973,1
0.08800675,0.65520775,0.00774519,0.07991097,0.59726073,0.00638576,0.09053265,0.66886075,0.00819616,0.07974486,0.59422361,0.00635924,1
0.09080717,0.66830798,0.00824594,0.08254904,0.60494345,0.00681434,0.09283739,0.67607539,0.00861878,0.08185715,0.60741652,0.00670059,1
0.09169225,0.66576117,0.00840747,0.08320228,0.60699669,0.00692262,0.09402125,0.67675559,0.00884,0.08298311,0.60296779,0.0068862,1
0.08872214,0.66650026,0.00787162,0.08062949,0.60758254,0.00650111,0.09089303,0.67896831,0.00826154,0.08005057,0.60393384,0.00640809,1
0.09155887,0.65637212,0.00838303,0.08338252,0.6001097,0.00695264,0.09438854,0.67113181,0.0089092,0.08307846,0.5945756,0.00690203,1
0.08963168,0.65202349,0.00803384,0.08185595,0.59595451,0.0067004,0.09262197,0.66647137,0.00857883,0.08125322,0.5910162,0.00660209,1
0.09631152,0.67450082,0.00927591,0.0873754,0.61365029,0.00763446,0.0987404,0.68484885,0.00974967,0.08717576,0.6122854,0.00759961,1
0.09518002,0.68099078,0.00905924,0.08615076,0.60860372,0.00742195,0.09728747,0.68005752,0.00946485,0.08594587,0.61189666,0.00738669,1
0.09485027,0.69692599,0.00899657,0.08545744,0.61809656,0.00730297,0.09641108,0.68560586,0.0092951,0.08573405,0.62299418,0.00735033,1
0.09152675,0.67804823,0.00837715,0.08281933,0.60605001,0.00685904,0.09378185,0.67823753,0.00879503,0.08273734,0.60693796,0.00684547,1
0.09318865,0.66139927,0.00868412,0.0845737,0.5927956,0.00715271,0.09588447,0.66332262,0.00919383,0.08453885,0.59434017,0.00714682,1
0.09888156,0.70417941,0.00977756,0.08877557,0.62811438,0.0078811,0.09918063,0.69028492,0.0098368,0.08862876,0.62796498,0.00785506,1
0.09049304,0.66243566,0.00818899,0.08221053,0.59736604,0.00675857,0.09354016,0.6711279,0.00874976,0.08224921,0.59933399,0.00676493,1
0.08864036,0.65916734,0.00785711,0.08063535,0.59170145,0.00650206,0.09167472,0.66203346,0.00840425,0.08051824,0.59276042,0.00648319,1
0.09313775,0.68048072,0.00867464,0.08437553,0.61158404,0.00711923,0.09537037,0.67691846,0.00909551,0.08442243,0.61065185,0.00712715,1
0.09959311,0.69694648,0.00991879,0.0900155,0.6258876,0.00810279,0.1010679,0.69103896,0.01021472,0.08979011,0.62588133,0.00806226,1
0.08849141,0.66654592,0.00783073,0.08047975,0.59915254,0.00647699,0.09121167,0.67092351,0.00831957,0.08018892,0.60035246,0.00643026,1
0.08978617,0.6523789,0.00806156,0.0817038,0.59485153,0.00667551,0.09290083,0.6669942,0.00863056,0.08177115,0.59442741,0.00668652,1
0.09011863,0.65797135,0.00812137,0.0821066,0.59701664,0.00674149,0.09321063,0.67095518,0.00868822,0.08179933,0.59858169,0.00669113,1
0.08500474,0.63318427,0.00722581,0.07737387,0.57485472,0.00598672,0.08853759,0.65160272,0.00783891,0.07758208,0.57710359,0.00601898,1
0.08800417,0.65523221,0.00774473,0.07998795,0.5968797,0.00639807,0.09103482,0.6712675,0.00828734,0.08010915,0.5978279,0.00641748,1
0.08309018,0.63675042,0.00690398,0.07595039,0.57897223,0.00576846,0.08661999,0.65277547,0.00750302,0.0756066,0.57912818,0.00571636,1
0.08660417,0.63741145,0.00750028,0.07856136,0.57968624,0.00617189,0.08879091,0.64476916,0.00788383,0.07834404,0.57276641,0.00613779,1
0.08984329,0.66042311,0.00807182,0.08160924,0.59943363,0.00666007,0.09215501,0.66921851,0.00849255,0.08119037,0.59895949,0.00659188,1
0.08447449,0.65190068,0.00713594,0.07668246,0.5935944,0.0058802,0.08676954,0.66428693,0.00752895,0.07652313,0.59155686,0.00585579,1
0.08134993,0.63434149,0.00661781,0.07422841,0.5695533,0.00550986,0.08458842,0.64676862,0.0071552,0.07415638,0.57678971,0.00549917,1
0.09137534,0.6690544,0.00834945,0.08278283,0.60080234,0.006853,0.09382982,0.67231842,0.00880403,0.0828996,0.60242263,0.00687234,1
0.08897607,0.66669155,0.00791674,0.08057901,0.60422723,0.00649298,0.09114469,0.67307724,0.00830736,0.08057879,0.60313324,0.00649294,1
0.08913211,0.67080728,0.00794453,0.08089764,0.60308245,0.00654443,0.09147329,0.67443855,0.00836736,0.08066419,0.60887205,0.00650671,1
0.08484639,0.63554353,0.00719891,0.07737466,0.58074296,0.00598684,0.08837503,0.65678842,0.00781015,0.07748104,0.58015416,0.00600331,1
0.08649126,0.65032696,0.00748074,0.07893481,0.58871291,0.0062307,0.08979849,0.66419714,0.00806377,0.0786229,0.58997636,0.00618156,1
0.09255906,0.66280911,0.00856718,0.08423989,0.60290237,0.00709636,0.09618143,0.67650745,0.00925087,0.08440714,0.60365497,0.00712457,1
0.08631021,0.64641472,0.00744945,0.0787961,0.58517728,0.00620883,0.08955987,0.66043581,0.00802097,0.0784913,0.58733468,0.00616088,1
0.083557,0.62922969,0.00698177,0.07619673,0.56958387,0.00580594,0.08732146,0.64854815,0.00762504,0.07635784,0.57417078,0.00583052,1
0.08812056,0.66170428,0.00776523,0.08011091,0.60090708,0.00641776,0.09029587,0.66962071,0.00815334,0.07961966,0.59902311,0.00633929,1
0.07853377,0.63508573,0.00616755,0.07162019,0.57474056,0.00512945,0.08190685,0.65138937,0.00670873,0.07172677,0.57691328,0.00514473,1
0.08625287,0.65562395,0.00743956,0.07853617,0.59183008,0.00616793,0.08927354,0.66794714,0.00796976,0.07833872,0.59494121,0.00613695,1
0.09036544,0.67159111,0.00816591,0.08207297,0.60139066,0.00673597,0.09276982,0.67185545,0.00860624,0.08166936,0.60135627,0.00666988,1
0.08769111,0.65305023,0.00768973,0.07994975,0.58829862,0.00639196,0.09143439,0.66524189,0.00836025,0.08010687,0.59321374,0.00641711,1
0.08948136,0.65956659,0.00800691,0.0815392,0.59596349,0.00664864,0.09267782,0.67053807,0.00858918,0.08127343,0.59869782,0.00660537,1
0.08945451,0.65287264,0.00800211,0.08131485,0.59564466,0.0066121,0.09205083,0.66735247,0.00847336,0.08106036,0.59395784,0.00657078,1
0.08794451,0.66052759,0.00773424,0.08022824,0.60004569,0.00643657,0.09091925,0.67598312,0.00826631,0.07968231,0.60018262,0.00634927,1
0.09615744,0.69059774,0.00924625,0.08661683,0.620384,0.00750248,0.09692084,0.68451518,0.00939365,0.08631755,0.62044374,0.00745072,1
0.08888495,0.66542554,0.00790054,0.08076249,0.5997013,0.00652258,0.0911274,0.66770446,0.0083042,0.08018811,0.5964094,0.00643013,1
0.09061864,0.67385946,0.00821174,0.08176044,0.60616708,0.00668477,0.09180624,0.67099421,0.00842839,0.08144248,0.60103836,0.00663288,1
0.08806363,0.66751482,0.0077552,0.07980764,0.60078177,0.00636926,0.08972688,0.6682903,0.00805091,0.07924682,0.59750999,0.00628006,1
0.08905332,0.66440911,0.00793049,0.08083137,0.59608806,0.00653371,0.0919399,0.66872325,0.00845295,0.08090771,0.59826741,0.00654606,1
0.08972742,0.66495248,0.00805101,0.08100404,0.59473087,0.00656165,0.09116188,0.66453661,0.00831049,0.08088639,0.59965538,0.00654261,1
0.09072123,0.65758595,0.00823034,0.08263608,0.59037349,0.00682872,0.09413185,0.66683279,0.00886081,0.08251368,0.59392923,0.00680851,1
0.09584075,0.69636246,0.00918545,0.08651682,0.62455903,0.00748516,0.09765104,0.69496297,0.00953573,0.08664712,0.62731948,0.00750772,1
0.08934599,0.66498151,0.00798271,0.08107436,0.59584849,0.00657305,0.09205873,0.66776422,0.00847481,0.08102297,0.59760878,0.00656472,1
0.08881567,0.66151263,0.00788822,0.08047181,0.59405491,0.00647571,0.09134661,0.66701223,0.0083442,0.080532,0.59654566,0.0064854,1
0.09110554,0.67505027,0.00830022,0.08283285,0.60677502,0.00686128,0.09387174,0.68275445,0.0088119,0.08259918,0.61123539,0.00682262,1
0.08901467,0.65962908,0.00792361,0.08083699,0.5940349,0.00653462,0.09200682,0.66723569,0.00846525,0.08095035,0.59438128,0.00655296,1
0.09250229,0.67525623,0.00855667,0.08387786,0.60647389,0.0070355,0.09477148,0.67977587,0.00898163,0.08369469,0.61158371,0.0070048,1
0.09317738,0.67698269,0.00868202,0.08443937,0.60704813,0.00713001,0.09575746,0.67771073,0.00916949,0.08453285,0.60981279,0.0071458,1
0.09127113,0.67934281,0.00833042,0.08272236,0.610045,0.00684299,0.09315428,0.68049893,0.00867772,0.08247075,0.612288,0.00680143,1
0.0900818,0.68441203,0.00811473,0.08102803,0.61227231,0.00656554,0.09108358,0.67773053,0.00829622,0.08122242,0.61553328,0.00659708,1
0.09388559,0.69060194,0.0088145,0.08525025,0.61956981,0.00726761,0.0964793,0.68949046,0.00930826,0.08504032,0.6205207,0.00723186,1
0.09568006,0.67619619,0.00915467,0.08664238,0.60830408,0.0075069,0.09764562,0.67766293,0.00953467,0.08632465,0.60894716,0.00745195,1
0.09069225,0.67372834,0.00822508,0.08213247,0.6089055,0.00674574,0.09295724,0.6799541,0.00864105,0.08217107,0.6119623,0.00675208,1
0.09488015,0.68538565,0.00900224,0.08603519,0.61837879,0.00740205,0.09716772,0.68965176,0.00944157,0.08580313,0.62170486,0.00736218,1
0.08689455,0.65834065,0.00755066,0.07873883,0.59799219,0.0061998,0.08883948,0.66854408,0.00789245,0.07851305,0.5950589,0.0061643,1
0.08729868,0.65931481,0.00762106,0.07958507,0.59119342,0.00633378,0.09029435,0.66870042,0.00815307,0.07943355,0.60223731,0.00630969,1
0.09048967,0.66128409,0.00818838,0.08192312,0.60255094,0.0067114,0.09240145,0.66949708,0.00853803,0.08182503,0.5976197,0.00669534,1
0.08797928,0.66230785,0.00774035,0.07989834,0.60286098,0.00638374,0.08989984,0.67365131,0.00808198,0.07936012,0.60026206,0.00629803,1
0.08951439,0.65646646,0.00801283,0.08142817,0.59983235,0.00663055,0.09223476,0.67234779,0.00850725,0.0813328,0.59717233,0.00661502,1
0.09030579,0.66566592,0.00815514,0.08222599,0.60443677,0.00676111,0.09281519,0.67739692,0.00861466,0.08169838,0.60618331,0.00667463,1
0.09185345,0.67598448,0.00843706,0.0834758,0.61070752,0.00696821,0.09462706,0.6788096,0.00895428,0.08323076,0.60589501,0.00692736,1
0.08586062,0.66997342,0.00737205,0.07843473,0.60525865,0.00615201,0.08892254,0.68009389,0.00790722,0.07795326,0.60551894,0.00607671,1
0.08598536,0.65703364,0.00739348,0.07806317,0.58705842,0.00609386,0.08903119,0.663314,0.00792655,0.07808982,0.59152216,0.00609802,1
0.09079965,0.66355135,0.00824458,0.08241212,0.60519342,0.00679176,0.09337771,0.67316212,0.0087194,0.08233589,0.60020331,0.0067792,1
0.08872401,0.66281433,0.00787195,0.08051776,0.59856351,0.00648311,0.0905867,0.66722909,0.00820595,0.08002627,0.60005606,0.0064042,1
0.08939399,0.65429182,0.00799129,0.08139924,0.5948335,0.00662584,0.09207134,0.66471915,0.00847713,0.0811627,0.59353851,0.00658738,1
0.08892305,0.65770853,0.00790731,0.08076638,0.59714526,0.00652321,0.09059623,0.66631562,0.00820768,0.07999623,0.5962622,0.0063994,1
0.08742961,0.65774483,0.00764394,0.07947816,0.59970377,0.00631678,0.09007948,0.67245313,0.00811431,0.07924215,0.59784155,0.00627932,1
0.0875878,0.66393576,0.00767162,0.0794614,0.60232274,0.00631411,0.08901291,0.6701189,0.0079233,0.07871835,0.59974359,0.00619658,1
0.08862457,0.66545095,0.00785431,0.08033177,0.60568477,0.00645319,0.09044104,0.67510225,0.00817958,0.08007921,0.60341819,0.00641268,1
0.08726735,0.66440959,0.00761559,0.07921151,0.60323364,0.00627446,0.08877861,0.67099354,0.00788164,0.07842975,0.60202552,0.00615123,1
0.08858338,0.65149253,0.00784702,0.08070213,0.59621039,0.00651283,0.09124056,0.66703442,0.00832484,0.08029801,0.591968,0.00644777,1
0.08718686,0.65406732,0.00760155,0.07941242,0.5950086,0.00630633,0.08911637,0.66507543,0.00794173,0.07851431,0.59171044,0.0061645,1
0.0940533,0.68330704,0.00884602,0.08532572,0.6131944,0.00728048,0.09648503,0.6848677,0.00930936,0.08512095,0.61264374,0.00724558,1
0.08899952,0.66444483,0.00792091,0.08072775,0.60515,0.00651697,0.09110843,0.67487466,0.00830075,0.0804998,0.6028597,0.00648022,1
0.08809918,0.66117131,0.00776147,0.08017536,0.60215197,0.00642809,0.09021043,0.67218564,0.00813792,0.0793947,0.5999618,0.00630352,1
0.09122832,0.66790535,0.00832261,0.08270777,0.60823401,0.00684058,0.09337941,0.67714225,0.00871971,0.08247893,0.6029884,0.00680277,1
0.0896571,0.67473653,0.00803839,0.08136338,0.61458491,0.00662,0.09133714,0.68365886,0.00834247,0.08061679,0.61118164,0.00649907,1
0.08679242,0.66469666,0.00753292,0.07902038,0.59916317,0.00624422,0.08968514,0.67476098,0.00804342,0.07870477,0.60035528,0.00619444,1
0.09277146,0.67229389,0.00860654,0.08425287,0.6074237,0.00709855,0.09523436,0.67738265,0.00906958,0.08401388,0.60644105,0.00705833,1
0.09168727,0.68104315,0.00840655,0.08321529,0.61419729,0.00692479,0.09404172,0.68473856,0.00884385,0.08287059,0.61310792,0.00686753,1
0.09017832,0.67282579,0.00813213,0.08161948,0.6048172,0.00666174,0.09241294,0.67541032,0.00854015,0.08159191,0.60303506,0.00665724,1
0.08677812,0.65445036,0.00753044,0.07910759,0.5936661,0.00625801,0.08976123,0.66630531,0.00805708,0.07873489,0.59236169,0.00619918,1
0.08950146,0.65487561,0.00801051,0.08134637,0.5927752,0.00661723,0.09247625,0.66574573,0.00855186,0.0812776,0.59263486,0.00660605,1
0.09178557,0.67291231,0.00842459,0.08272642,0.60106631,0.00684366,0.09346128,0.67144602,0.00873501,0.08302265,0.60437999,0.00689276,1
0.08696474,0.67016413,0.00756287,0.07910481,0.60670735,0.00625757,0.08948578,0.67816759,0.0080077,0.07871889,0.60507439,0.00619666,1
0.09339977,0.67411969,0.00872352,0.08483596,0.61190593,0.00719714,0.09611632,0.67795144,0.00923835,0.08463909,0.60414413,0.00716378,1
0.09169319,0.67269624,0.00840764,0.08333913,0.60647249,0.00694541,0.09422337,0.67988237,0.00887804,0.08292037,0.60819675,0.00687579,1
0.09511544,0.67787839,0.00904695,0.08616756,0.61476655,0.00742485,0.09727719,0.68521941,0.00946285,0.08598862,0.61091227,0.00739404,1
0.09067545,0.67952294,0.00822204,0.0824401,0.61087718,0.00679637,0.09305894,0.68202412,0.00865997,0.08184279,0.61256491,0.00669824,1
0.09235029,0.67456995,0.00852858,0.08381893,0.61016489,0.00702561,0.0951071,0.68192717,0.00904536,0.08355793,0.60625682,0.00698193,1
0.09113257,0.66500588,0.00830515,0.08276202,0.59908269,0.00684955,0.09375781,0.67305448,0.00879053,0.08258555,0.60238732,0.00682037,1
0.09093111,0.66366192,0.00826847,0.0825676,0.59977441,0.00681741,0.09341595,0.66952461,0.00872654,0.08226153,0.59403013,0.00676696,1
0.08409278,0.66431825,0.0070716,0.07655972,0.59987347,0.00586139,0.08668107,0.67598616,0.00751361,0.07610859,0.60242944,0.00579252,1
0.0892471,0.65792891,0.00796505,0.08138151,0.59583857,0.00662295,0.09248749,0.66919719,0.00855394,0.08101696,0.59375067,0.00656375,1
0.09083193,0.68597376,0.00825044,0.08157808,0.61472395,0.00665498,0.09110806,0.6778011,0.00830068,0.08148086,0.61547314,0.00663913,2
0.09272679,0.69840426,0.00859826,0.08428552,0.6331287,0.00710405,0.09484064,0.69946183,0.00899475,0.08376237,0.63630491,0.00701613,2
0.08479745,0.65609646,0.00719061,0.07671717,0.58825176,0.00588552,0.08660852,0.65774124,0.00750104,0.07648285,0.58709201,0.00584963,2
0.08596413,0.66417738,0.00738983,0.07776034,0.59422951,0.00604667,0.08754906,0.66385177,0.00766484,0.07737742,0.59616345,0.00598726,2
0.08506996,0.66501843,0.0072369,0.07690343,0.59927159,0.00591414,0.08655898,0.66569431,0.00749246,0.0765403,0.59642616,0.00585842,2
0.09126842,0.68936119,0.00832992,0.0822536,0.62002857,0.00676565,0.0920901,0.68446204,0.00848059,0.08186944,0.61949914,0.0067026,2
0.08758558,0.68010145,0.00767123,0.07896345,0.60696891,0.00623523,0.08831222,0.67583231,0.00779905,0.07835993,0.60942697,0.00614028,2
0.09354468,0.70640615,0.00875061,0.083814,0.63066971,0.00702479,0.09283489,0.69039386,0.00861832,0.08335359,0.63015688,0.00694782,2
0.08827644,0.66548592,0.00779273,0.07974785,0.60413692,0.00635972,0.08979173,0.67252827,0.00806255,0.07963805,0.60423804,0.00634222,2
0.08650869,0.65615443,0.00748375,0.07840107,0.59344095,0.00614673,0.08781017,0.65937915,0.00771063,0.07776276,0.59107974,0.00604705,2
0.08607444,0.66299668,0.00740881,0.07773578,0.60285978,0.00604285,0.08744362,0.67164725,0.00764639,0.07760219,0.60163274,0.0060221,2
0.08893335,0.67755778,0.00790914,0.0802042,0.61012579,0.00643271,0.08954088,0.67253778,0.00801757,0.07980768,0.60833386,0.00636927,2
0.08907223,0.6769348,0.00793386,0.0804199,0.61259849,0.00646736,0.08961568,0.67780259,0.00803097,0.07982693,0.61288556,0.00637234,2
0.08595555,0.65881671,0.00738836,0.07745474,0.59758615,0.00599924,0.08684281,0.66327286,0.00754167,0.07727921,0.59677546,0.00597208,2
0.08844901,0.67651083,0.00782323,0.07978703,0.61263169,0.00636597,0.08914078,0.67788784,0.00794608,0.07930964,0.61158278,0.00629002,2
0.0877131,0.67256999,0.00769359,0.0795086,0.61004349,0.00632162,0.08927392,0.67853587,0.00796983,0.07883805,0.60843295,0.00621544,2
0.08891801,0.67145383,0.00790641,0.08040443,0.61160391,0.00646487,0.09049424,0.67942194,0.00818921,0.08013746,0.60923797,0.00642201,2
0.10013002,0.7413613,0.01002602,0.08914113,0.67287747,0.00794614,0.098374,0.73092178,0.00967744,0.08932795,0.67578878,0.00797948,2
0.0880769,0.67142399,0.00775754,0.07992028,0.60844632,0.00638725,0.0897175,0.67748203,0.00804923,0.07922589,0.60816943,0.00627674,2
0.08921292,0.67563887,0.00795895,0.08083015,0.60713161,0.00653351,0.09123292,0.67876858,0.00832345,0.08055836,0.60798678,0.00648965,2
0.0916701,0.68470565,0.00840341,0.08277047,0.61305951,0.00685095,0.09287175,0.68361683,0.00862516,0.08241114,0.61702383,0.0067916,2
0.09227794,0.68001297,0.00851522,0.08328298,0.61033001,0.00693605,0.09339991,0.67721489,0.00872354,0.08307056,0.6100613,0.00690072,2
0.09130603,0.69299424,0.00833679,0.08233442,0.61707571,0.00677896,0.09253661,0.68238413,0.00856303,0.08208664,0.61465238,0.00673822,2
0.09151977,0.68443589,0.00837587,0.08280157,0.61494981,0.0068561,0.09285348,0.6859191,0.00862177,0.0823321,0.61918107,0.00677857,2
0.09160727,0.67585522,0.00839189,0.08284099,0.60787006,0.00686263,0.09325708,0.67756686,0.00869688,0.08277805,0.6094308,0.00685221,2
0.08905669,0.66531363,0.00793109,0.08082849,0.59588196,0.00653324,0.09122992,0.67076925,0.0083229,0.08045116,0.60214953,0.00647239,2
0.09597965,0.70267177,0.00921209,0.0861816,0.62577718,0.00742727,0.09605052,0.6909627,0.0092257,0.08596,0.62987158,0.00738912,2
0.08754296,0.67651787,0.00766377,0.07913079,0.60438224,0.00626168,0.08927476,0.6741886,0.00796998,0.07896936,0.60433387,0.00623616,2
0.09653563,0.69821545,0.00931913,0.08672424,0.62259326,0.00752109,0.09674503,0.68697855,0.0093596,0.08659306,0.62666796,0.00749836,2
0.09454828,0.69159987,0.00893938,0.08500639,0.61732923,0.00722609,0.09496489,0.68208825,0.00901833,0.08476564,0.61730347,0.00718521,2
0.09518888,0.70014004,0.00906092,0.08553015,0.6275282,0.00731541,0.09553948,0.69070066,0.00912779,0.08541916,0.62743685,0.00729643,2
0.09241771,0.6942579,0.00854103,0.08337055,0.61777328,0.00695065,0.09345947,0.68698167,0.00873467,0.08307119,0.62448517,0.00690082,2
0.08698012,0.66158171,0.00756554,0.07878942,0.59837966,0.00620777,0.08894094,0.66862486,0.00791049,0.07863992,0.59791813,0.00618424,2
