energy-1-0,homogeneity-1-0,ASM-1-0,energy-1-45,homogeneity-1-45,ASM-1-45,energy-1-90,homogeneity-1-90,ASM-1-90,energy-1-135,homogeneity-1-135,ASM-1-135,Class
0.09855388,0.67480045,0.00971287,0.08978574,0.61661694,0.00806148,0.10119391,0.68128911,0.01024021,0.0893279,0.61489476,0.00797947,1
0.09858199,0.65161381,0.00971841,0.0898283,0.59661646,0.00806912,0.10200594,0.66393011,0.01040521,0.08980822,0.59757452,0.00806552,1
0.10258573,0.66410439,0.01052383,0.09373151,0.61162714,0.0087856,0.10541119,0.67413414,0.01111152,0.09304936,0.61035074,0.00865818,1
0.09928385,0.65792969,0.00985728,0.09001841,0.5942452,0.00810331,0.10191448,0.65891614,0.01038656,0.08997596,0.59706636,0.00809567,1
0.10360511,0.66736954,0.01073402,0.09427626,0.60625619,0.00888801,0.10610889,0.67251614,0.0112591,0.09361002,0.606159,0.00876284,1
0.09532743,0.63936974,0.00908732,0.08624959,0.57605262,0.00743899,0.09778814,0.63924091,0.00956252,0.0862233,0.57571112,0.00743446,1
0.10501835,0.68087173,0.01102885,0.09507409,0.6156674,0.00903908,0.1072361,0.68133983,0.01149958,0.09504827,0.61867325,0.00903417,1
0.10253761,0.66661339,0.01051396,0.0928424,0.60124675,0.00861971,0.10515957,0.66426846,0.01105854,0.09297945,0.60269558,0.00864518,1
0.10908522,0.66989549,0.01189958,0.09903716,0.60886537,0.00980836,0.11071793,0.66697624,0.01225846,0.09846625,0.61093484,0.0096956,1
0.09545309,0.65252927,0.00911129,0.08706292,0.59532273,0.00757995,0.0989445,0.65984099,0.00979001,0.08667389,0.59191567,0.00751236,1
0.10572299,0.67077366,0.01117735,0.09597851,0.61400634,0.00921187,0.10770202,0.6737917,0.01159972,0.09554989,0.61537238,0.00912978,1
0.09159926,0.6483148,0.00839042,0.08311472,0.59075914,0.00690806,0.09367007,0.65078994,0.00877408,0.082688,0.58513729,0.00683731,1
0.10210137,0.67656458,0.01042469,0.09361366,0.62183718,0.00876352,0.10627358,0.69179925,0.01129407,0.09295278,0.61819869,0.00864022,1
0.09305122,0.64596087,0.00865853,0.08483778,0.58655059,0.00719745,0.09690726,0.65701885,0.00939102,0.08475252,0.58595131,0.00718299,1
0.09767655,0.67371392,0.00954071,0.08841708,0.60986918,0.00781758,0.09937218,0.67245616,0.00987483,0.08812891,0.61092778,0.0077667,1
0.09488152,0.69668569,0.0090025,0.08474619,0.62927403,0.00718192,0.09323084,0.68492337,0.00869199,0.08451048,0.63305313,0.00714202,1
0.09188692,0.65824672,0.00844321,0.08430617,0.59642992,0.00710753,0.09682347,0.67566232,0.00937478,0.08407423,0.59919102,0.00706848,1
0.09317788,0.66814521,0.00868212,0.08539405,0.60568542,0.00729214,0.09838228,0.68544667,0.00967907,0.08535753,0.60559969,0.00728591,1
0.09631408,0.69961763,0.0092764,0.08709722,0.62882437,0.00758593,0.09822495,0.69681263,0.00964814,0.08696343,0.6315844,0.00756264,1
0.09340874,0.67224693,0.00872519,0.08527426,0.60949382,0.0072717,0.09742042,0.68262943,0.00949074,0.08509589,0.60552244,0.00724131,1
0.08845729,0.65095206,0.00782469,0.08115227,0.5919524,0.00658569,0.0935419,0.67021568,0.00875009,0.08116233,0.59255114,0.00658732,1
0.09069578,0.6664757,0.00822572,0.0826037,0.60296098,0.00682337,0.09409252,0.67116476,0.0088534,0.08252566,0.59868774,0.00681049,1
0.0909393,0.64706228,0.00826996,0.08353329,0.59462488,0.00697781,0.09639015,0.67241312,0.00929106,0.08361321,0.59395307,0.00699117,1
0.09150003,0.6410304,0.00837225,0.08422646,0.58811652,0.0070941,0.09725098,0.66685068,0.00945775,0.083903,0.58759709,0.00703971,1
0.09015679,0.64537693,0.00812825,0.08323515,0.59328013,0.00692809,0.09649433,0.66987448,0.00931116,0.08304534,0.58737307,0.00689653,1
0.08940716,0.64847483,0.00799364,0.0821642,0.59088369,0.00675096,0.09430055,0.665734,0.00889259,0.08188628,0.59077939,0.00670536,1
0.08835101,0.67145839,0.0078059,0.07892225,0.60528474,0.00622872,0.08716373,0.66077716,0.00759752,0.07882718,0.60241592,0.00621372,1
0.09381518,0.66252949,0.00880129,0.08562462,0.60311737,0.00733157,0.09812035,0.67643013,0.0096276,0.08562679,0.59844125,0.00733195,1
0.09313992,0.6480976,0.00867504,0.0851359,0.5874253,0.00724812,0.09739629,0.66227721,0.00948604,0.08501242,0.58968518,0.00722711,1
0.09333797,0.6603346,0.00871198,0.08544399,0.60026788,0.00730068,0.09793838,0.67371991,0.00959193,0.0852175,0.59392413,0.00726202,1
0.09328976,0.66053874,0.00870298,0.0856645,0.59866257,0.00733841,0.09854195,0.67925589,0.00971052,0.08541263,0.60182502,0.00729532,1
0.09004261,0.63686666,0.00810767,0.08278389,0.58063292,0.00685317,0.09554039,0.65814224,0.00912797,0.08267092,0.57428357,0.00683448,1
0.0961174,0.69000073,0.00923855,0.08729404,0.62255815,0.00762025,0.09877372,0.69369601,0.00975625,0.08721731,0.62582143,0.00760686,1
0.0916402,0.6930336,0.00839793,0.08209741,0.62773552,0.00673998,0.08994547,0.67979818,0.00809019,0.08140438,0.62592589,0.00662667,1
0.10111127,0.70368189,0.01022349,0.09033703,0.63198568,0.00816078,0.09926632,0.68118376,0.0098538,0.0899665,0.63171309,0.00809397,1
0.09157814,0.67325837,0.00838656,0.08278058,0.60573277,0.00685262,0.09327172,0.67095453,0.00869961,0.08263137,0.60478454,0.00682794,1
0.09980772,0.67852342,0.00996158,0.08967237,0.60973498,0.00804113,0.09985831,0.66626097,0.00997168,0.08922846,0.60770957,0.00796172,1
0.10722699,0.69937174,0.01149763,0.09584523,0.62522612,0.00918631,0.10576916,0.67847484,0.01118712,0.09546881,0.62520775,0.00911429,1
0.09175887,0.70222555,0.00841969,0.08203494,0.63331747,0.00672973,0.09015997,0.68662823,0.00812882,0.08151814,0.63167988,0.00664521,1
0.09301863,0.65570619,0.00865247,0.08455732,0.58813889,0.00714994,0.0962573,0.6570354,0.00926547,0.08474585,0.59235977,0.00718186,1
0.09457403,0.66831059,0.00894425,0.08541346,0.59947294,0.00729546,0.09653081,0.6641682,0.0093182,0.08575309,0.60236435,0.00735359,1
0.09470587,0.65879221,0.0089692,0.08609584,0.59156227,0.00741249,0.09783513,0.66257428,0.00957171,0.08629412,0.59789773,0.00744667,1
0.09460566,0.65489546,0.00895023,0.08624312,0.59479319,0.00743788,0.09826769,0.6652097,0.00965654,0.08633472,0.59656353,0.00745368,1
0.08723333,0.65350546,0.00760965,0.07957977,0.59693785,0.00633294,0.09084597,0.66680389,0.00825299,0.0796784,0.59392181,0.00634865,1
0.08877676,0.65094198,0.00788131,0.08069758,0.59282346,0.0065121,0.09177794,0.66225376,0.00842319,0.08107111,0.59724556,0.00657252,1
0.08927693,0.65258169,0.00797037,0.08109864,0.59136142,0.00657699,0.09185892,0.6589583,0.00843806,0.08105866,0.59585762,0.00657051,1
0.1062399,0.66999255,0.01128692,0.09626459,0.60467326,0.00926687,0.10873349,0.6686413,0.01182297,0.09617415,0.60532883,0.00924947,1
0.10155935,0.6763315,0.0103143,0.09213271,0.61090862,0.00848844,0.10431766,0.6773738,0.01088217,0.09202788,0.61329553,0.00846913,1
0.10261165,0.67113638,0.01052915,0.09324563,0.60636473,0.00869475,0.10578715,0.67125838,0.01119092,0.09296138,0.60735546,0.00864182,1
0.09024682,0.69228415,0.00814449,0.0806705,0.62458331,0.00650773,0.08924393,0.68272473,0.00796448,0.08067354,0.62506911,0.00650822,1
0.10616715,0.69248593,0.01127146,0.09582305,0.62398783,0.00918206,0.10727447,0.68295406,0.01150781,0.09556803,0.62566395,0.00913325,1
0.10016993,0.68115392,0.01003402,0.09092422,0.61442513,0.00826721,0.1028591,0.67806801,0.01057999,0.09069307,0.61269741,0.00822523,1
0.09720774,0.67817459,0.00944935,0.08760888,0.60714166,0.00767532,0.09884004,0.67008615,0.00976935,0.08760786,0.60714595,0.00767514,1
0.10398286,0.66293614,0.01081243,0.09478057,0.59973664,0.00898336,0.10745265,0.66295198,0.01154607,0.0943941,0.59897399,0.00891025,1
0.10044959,0.67128663,0.01009012,0.09129266,0.60554898,0.00833435,0.10371362,0.67135894,0.01075651,0.09125666,0.60481566,0.00832778,1
0.09959601,0.67106909,0.00991937,0.09057971,0.61207288,0.00820468,0.10186074,0.67376673,0.01037561,0.09021488,0.61339961,0.00813872,1
0.0930131,0.64766012,0.00865144,0.08498156,0.59583086,0.00722187,0.09693801,0.66256914,0.00939698,0.08493342,0.59327701,0.00721369,1
0.10106209,0.66305055,0.01021355,0.09137881,0.60106078,0.00835009,0.10202229,0.65595345,0.01040855,0.09106268,0.60261847,0.00829241,1
0.10687054,0.68170766,0.01142131,0.09738285,0.62496755,0.00948342,0.1099961,0.68930058,0.01209914,0.09700765,0.62538396,0.00941048,1
0.10190685,0.66550509,0.01038501,0.09294443,0.61075283,0.00863867,0.10562662,0.67694871,0.01115698,0.09302499,0.61185463,0.00865365,1
0.09054783,0.68990352,0.00819891,0.08074904,0.62325781,0.00652041,0.08909596,0.67832923,0.00793809,0.08068896,0.62156235,0.00651071,1
0.09844183,0.65333015,0.00969079,0.0894626,0.59383318,0.00800356,0.1007871,0.65494198,0.01015804,0.08910471,0.59558409,0.00793965,1
0.09783641,0.69590365,0.00957196,0.08809104,0.63066062,0.00776003,0.09862587,0.68961601,0.00972706,0.08802169,0.62986384,0.00774782,1
0.10551732,0.68899898,0.0111339,0.09550432,0.63214254,0.00912108,0.10633381,0.68907279,0.01130688,0.09487576,0.63022644,0.00900141,1
0.10062714,0.67429116,0.01012582,0.09180676,0.61979487,0.00842848,0.1043128,0.68807375,0.01088116,0.09180905,0.61861609,0.0084289,1
0.09240609,0.65172045,0.00853889,0.08389784,0.59596961,0.00703885,0.094962,0.66051257,0.00901778,0.08388836,0.59570406,0.00703726,1
0.10642344,0.72558107,0.01132595,0.09465152,0.655399,0.00895891,0.1033958,0.70423652,0.01069069,0.09442576,0.65813566,0.00891622,1
0.09031939,0.65566531,0.00815759,0.08171129,0.59115948,0.00667674,0.09216704,0.65493203,0.00849476,0.08154484,0.59310433,0.00664956,1
